C100000    Coronary
C62496    N-(3,4-dichloro-2-fluorophenyl)-6-methoxy-7-(((3aalpha,5beta,6aalpha)-octahydro-2-methylcyclopenta(c)pyrrol-5-yl)methoxy)-|EXEL
C62501    Olamine|ELTROMBOPAG-((7-(3-(ethyl(2-(phosphonooxy)ethyl)amino)propoxy)-4-quinazolinyl)amino)-n-(3-fluorophenyl)-|AZD-1152|AZD1152|AZD2811|Aurora
C62505    Anemia|Fanconi's
C62507    Pattern,10-dihydro-4,6,8-trihydroxy-10-((2E,6E)-3,7,11-trimethyl-2,6,10-dodecatrien-1-yl)-|BU-4664L|DIAZEPINOMICIN|ECO-4601|TLN-4601
C62509    Alpha|EFTILAGIMOD
C62510    G1,-Hydroxy-N,N,N-Trimethyl-,
C62516    N-[3-([4,5'-bipyrimidin]-2-ylamino)-4-methylphenyl]-4-[[(3S)-3-
C62518    Morpholino
C62521    N-(2-aminophenyl)-4-[[[4-(3-pyridinyl)-2-pyrimidinyl]amino]methyl]-|MG-0103|MGCD0103|MGCD0103|MOCETINOSTAT|N-(2-aminophenyl)-4-((4-pyridin-3-ylpyrimidin-2-ylamino)methyl)benzamide|mocetinostat
C62535    Ra
C62536    SV40
C62537    Disulfide
C62538    Gold-Bound
C62540    Dioxide/Zinc6
C62542    Crowding|Crowding
C62543    Appliance
C62544    Probing
C62546    Sore|Aphthous
C62547    Pocket|PERIODONTAL
C62553    BMS-275183|[14C]
C62554    (ADP-Ribose)
C62565    Material|Dental
C62566    Restorative
C62567    Dam|Rubber
C62569    Hyperkeratosis
C62575    Staging|CS|Collaborative
C62577    Serum|ALG|ALS|Antilymphocyte
C62580    Obliterans|BO|bronchiolitis
C62584    Staphylococcus|CNS|COAGULASE
C62585    Staphylococcus|COAGULASE
C62586    Organizing
C62587    Puberty|Constitutional
C62589    Rod|GPR|GRAM-POSITIVE
C62594    Flora|Pharyngeal
C625    D-|Osmitrol|Osmitrol|Resectisol|Resectisol|mannitol
C62600    Polymer-Camptothecin
C62603    Nanocrystal
C62605    Microangiopathy
C62615    Session|Session
C62617    Operation|Operation
C62618    Attribute|Attribute|attribute
C62623    Permission|Delete
C62624    Disulfide|GSSG|Glutathione
C62642    Ganglion|GANGLION,
C62648    Situation
C62652    Acid|1H-Purine-2,6,8-triol|2,6,8-Trihydroxypurine|2,6,8-Trioxopurine|2,6,8-Trioxypurine|7,9-Dihydro-1H-purine-2,6,8(3H)-trione|URIC
C62656    Time|PT|PT|Prothrombin
C62657    Microglobulin|Beta-2-Microglobin|beta-2-microglobulin
C62660    Gene|B2M|B2M|Beta-2-Microglobulin
C62663    Thermography|infrared
C62664    Sampling|venous
C62667    Imaging|Radionuclide
C62668    Hydrochloride|D-Arginine
C62669    Profiling|Protein
C62670    Papanicolaou
C62678    Regimen|Gonzalez
C62680    Therapy|Gerson
C62686    Rank
C62691    Subgroup
C626    N-acetyl-N-methyl-,
C62723    Focused
C62729    Photopheresis|Extracorporeal
C62730    Photocoagulation
C62731    tomotherapy|tomotherapy
C62738    Complications
C62748    Model|Myriad
C62754    Gain|BWGAIN|Body
C62755    Specimen|Unstained001|GV-1001|GV1001|Human
C62758    Gene|HLA-C|HLA-C|Major
C62761    Bacteria
C62762    Novyi-NT
C62763    A120|BIBF
C62771    Mesylate|2-(2-[(3,5-Dimethyl-1H-pyrrol-2-yl)methylidene]-3-methoxy-2H-pyrrol-5-yl)-1H-indole
C62775    Her-2/neu,
C62776    Pseudolymphoma|Lymphadenosis
C62778    Gene|HLA-B|HLA-B|Major
C62784    Cytotoxic'-deoxy-5-fluoro-|FdCyd|FdCyd|Ro
C62787    movement|defecation
C62788    Urgency
C62798    Cardiomyopathy|Restrictive
C627    Hydrochloride|Bis(2-chloroethyl)methylamine
C62806    Vibration|Vibration
C62809    Device|Unstable
C62814    Movement|Device
C62815    Magnet
C62817    Ejection|Film
C62819    Collision|Collision,
C62827    Ultrafiltration|Inadequate
C62830    Discrepancy
C62831    Rip
C62833    Problem|Suction
C62835    Stretched|Stretched
C6283    Neoplasm|Childhood
C62840    Slipped|Slippage
C62841    Fill
C62845    Precipitate
C62846    Material|Scratched
C6284    Germinoma|Germinoma
C62852    Issue|Reset
C62854    within
C62857    Leak|Leak,
C62858    Delivered
C62859    Stopped|Pumping,
C62861    Prompts
C62863    Activation|Premature
C62870    Lighting
C62874    Material|Pitted|Pitting
C62876    Leak|Leak(s),
C62878    Material|Peeled
C62880    Found
C62887    Orientation
C62890    Discoloration
C62891    Decentration|Lens,
C62892    Calculation
C62895    Opacification|Opacification|Opaque
C62898    Device|Nonstandard
C62899    Audible
C62903    Fail-Safe
C62904    Display/Image|Display,
C62908    Device|Material
C62915    Connection
C62919    Incompatibility
C62921    Tipped
C62923    Problem|Structural
C62929    Problem|Retract,
C62932    Measure
C62934    Issue|Pressure
C62942    below
C62943    above
C62946    Fragments
C62950    Dislodged
C62951    Damaged
C62958    Device|Misassembled|Misassembly
C62960    Altered
C62961    Issue|Mechanical
C62962    Twisted/Bent|Material
C62964    Separation|Separates|Separation
C62965    Rupture|Rupture
C62966    Puncture/Hole|Material
C62969    Fragmentation|Fragmentation
C62970    Degradation|Material
C62971    Crack|Crack|Crack(s)
C62973    Break|Break|Device
C62976    Markings/Labeling
C62981    pH|pH,
C62982    Ingredient
C62983    Problem|Compatibility
C62986    Issue|Filtration
C63003    Smoking|Smoke|Smoke
C63004    Emits
C63016    Contamination
C63019    Contaminated
C63021    Missing|Components,
C63022    Incompatible|Component(s),
C63023    Component|Components,
C63031    Reset
C63034    Problem|Positioning
C63036    Incompatible|Accessories,
C63039    Jam
C63044    Sensing
C63046    Readings|Readings,
C63047    Impedance|Impedance,
C63048    Battery
C63055    Connection|Connection(s),
C63058    Leakage|Leak
C63063    Invagination|Invagination
C63065    Intermittently
C63067    Infusion|Infusion,
C63068    Continuity|Continuity,
C63069    Capture|Capture,
C63070    Heating|Heating,
C63071    Cooling|Cooling,
C63072    Instructions
C63074    Problem|Installation
C63076    Problem|Inflation
C63082    Use|Product,
C63085    Measurement|Measurements,
C63089    Instruction
C63090    Coaptation
C63097    Inadequately
C63099    Reprocessing
C6309    IVA071|MEG|MEGESTROL|Pregna-4,6-diene-3,20-dione,
C63100    User
C63101    Synchronization|Synchronization,
C63104    Delivery|Delivery,
C63113    Imprecision|Imprecision
C63115    Reversal
C63121    Sensing|High
C63124    Impedance|High
C63131    Frayed|Frayed
C63137    Leak|Fluid
C63141    Material|Flaked|Flaking
C63142    Problem|Fitting
C63143    Fire|Fire
C63151    Claim
C63152    Alarm|Alarm,
C63157    Waveform|Failure
C63158    Problem|Shock,
C63159    Failure|Separate,
C63169    Problem|Pace,
C63176    Problem|Flush,
C63201    Manipulation
C63205    Displays
C63208    Erosion|Erosion
C63216    Shorting
C63218    Overstress
C63219    Device|Dull,
C63222    Disintegration|Disintegrate
C63223    Connection|Disconnect
C63224    Material|Discolored|Material
C63248    Deformation
C63249    Problem|Deflation
C63250    Device|Device,
C63258    Back-Up
C63261    Reactivity
C63263    Device|Corrode|Corroded
C63265    Firing
C63269    Software
C63276    Problem|Contamination
C63278    Spillage
C63280    Charge
C63281    Aborted|Aborted
C63285    Material|Calcification|Calcified
C63286    Decomposition
C63289    Blockage|Blockage|Blockage
C63298    Asynchronously
C632    Melatonin|Circadin|MELATONIN|Melatonin|Melatonin|Melaxen
C63300    Artifact
C63301    Arcing|Arcing
C63302    Arcing
C63308    Ambient
C63315    Elective
C63316    Leak|Gel
C63341    Therapy|Anticoagulation
C63342    pH|Neutral|pH
C63348    Trade
C63349    Fixative|Bouin's
C63366    Hybrid
C63368    Alternating
C63371    Regimen|Etoposide-Vincristine-Adriamycin
C63372    Regimen|BCNU-Etoposide-AraC-Melphalan
C63373    Ice
C63376    Regimen|Chlorambucil-Vinblastine-Procarbazine-Prednisone
C63377    Regimen|Etoposide-Solumedrol-High
C63379    Regimen|ACE
C63380    Regimen|CAV|Cyclophosphamide-Adriamycin-Vincristine
C63381    Regimen|Carboplatin-Etoposide|Carboplatin-Etoposide
C63382    Regimen|EP|Etoposide-Cisplatin|Etoposide-Cisplatin
C63384    Regimen|Platinol-Etoposide-Taxol
C63385    Devoid
C63388    Regimen|5FU/LV|5FU/LV|FU-LV|FU-LV
C63389    Regimen|Epirubicin-Cisplatin-Fluorouracil
C63395    Regimen|Fluorouracil-Adriamycin-Mitomycin
C63397    Regimen|Fluorouracil-Platinol
C63398    Regimen|Fluorouracil-Adriamycin-Platinol
C63399    Regimen|Fluorouracil-Leucovorin-Adriamycin-Platinol
C63402    Regimen|CaT
C63404    Regimen|Cisplatin-Paclitaxel
C63405    Regimen|Docetaxel-Cisplatin|Docetaxel/Cisplatin
C63406    Regimen|GemCis|Gemcitabine-Cisplatin|Gemcitabine/Cisplatin|gemcitabine/cisplatin
C63407    Regimen|PNvb
C63408    Regimen|MVP
C63413    Regimen|Carbo-Taxol-Avastin
C63415    Regimen|AC|AC|AC
C63416    Regimen|Adriamycin-Taxol
C63419    Regimen|Capecitabine-Docetaxel|Capecitabine-Docetaxel
C63422    Regimen|Gemcitabine-Taxol
C63423    Regimen|Adriamycin-Taxotere
C63424    Regimen|Docetaxel-Carboplatin-Trastuzumab
C63425    Regimen|AC
C63426    Pair|SOP
C63430    Flank
C63435    Regimen|Docetaxel/Doxorubicin/Cyclophosphamide|Docetaxel/Doxorubicin/Cyclophosphamide
C63436    Regimen|Paclitaxel-Carboplatin-Herceptin
C63438    Regimen|Etoposide-Vincristine-Adriamycin-Chlorambucil-Vinblastine-Procarbazine-Prednisone
C63440    Regimen|Mesna-Ifosfamide-Novantrone-Etoposide
C63441    Regimen|Dexamethasone-High
C63444    Regimen|CF
C63445    Regimen|Pentostatin-Cyclophosphamide
C63446    Regimen|Adriamycin-Cytoxan-Vindesine-Bleomycin-Prednisone
C63447    Regimen|Cyclophosphamide-Oncovin-Doxorubicin-Methotrexate
C63448    Regimen|CODOX-M
C63453    Regimen|Cytoxan-Novantrone-Oncovin-Prednisone
C63454    Regimen|FMD
C63457    Regimen|Methotrexate-Adriamycin-Cytoxan-Oncovin-Prednisone-Bleomycin
C63458    Regimen|Methotrexate-Bleomycin-Adriamycin-Cytoxan-Oncovin-Decadron
C63459    Regimen|Pentostatin-Cyclophosphamide-Rituximab
C63460    Regimen|Prednisone-Methotrexate-Adriamycin-Cytoxan-Etoposide-Cytarabine-Bleomycin-Oncovin-Methotrexate
C63461    Regimen|REPOCH
C63462    Regimen|FR
C63463    Regimen|FCMR
C63464    Regimen|Rituximab-Fludarabine-Mitoxantrone
C63465    Regimen|RICE
C63469    Regimen|Cyclophosphamide-Doxorubicin-Etoposide
C63471    Postpone
C63473    Regimen|Rituximab-Cyclophosphamide-Vincristine-Prednisone
C63477    Topotecan
C63478    Ixabepilone
C63481    Testing|Physiologic
C63483    Regimen|Mitoxantrone-Prednisone
C63485    Regimen|Docetaxel-EMP
C63486    Regimen|M-VAC|MVAC|Methotrexate-Vinblastine-Adriamycin-Cisplatin
C63488    Regimen|Adult
C63489    Regimen|VeIP|VeIP
C63490    Regimen|Taxol-Ifosfamide-Platinol
C63491    Regimen|Matulane-CCNU-Oncovin
C63497    Regimen|Melphalan-Prednisone
C63498    Regimen|Vincristine-Adriamycin-Dexamethasone
C63500    Regimen|Doxil-Vincristine-Dexamethasone
C63501    Regimen|Dexamethasone-Thalidomide-Platinol-Adriamycin-Cytoxan-Etoposide
C63503    Regimen|Gemcitabine-Tarceva
C63504    Newborn
C63505    Gene|KIF4A|KIF4A|Kinesin
C63508    Kinesin
C63511    Regimen|Mesna-Adriamycin-Ifosfamide-DTIC
C63514    Gene|FLCN|FLCN|Folliculin
C63515    Regimen|Adriamycin-Ifosfamide-Mesna
C63516    Regimen|Adriamycin-DTIC
C63521    Freeze|FLASH
C63525    Regimen|Cisplatin-Vinblastine-DTIC
C63526    Gene|BRCA1
C63529    Gene|NPR2-Like,
C63532    Lymphoma|Renal
C63537    Study|Study
C63542    Grid
C63550    Orientation|Coding
C63551    Orientation|Antisense
C63552    Frame|Frame
C63578    Hydrochloride|LABETALOL
C63580    Chromatogram|Sequence
C63581    Region|5'
C63582    Region|3'
C63590    Regimen|Folinic
C63593    Regimen|FOLFIRI|FOLFIRI
C63594    Regimen|IFL-Modified
C63596    Regimen|CAPEOX
C63597    Regimen|XELOX|XELOX
C63599    Regimen|Tretinoin-Daunorubicin
C635    Hydrochloride|Demerol|Demerol|MEPERIDINE
C63600    Regimen|ATRA-Idarubicin
C63601    Regimen|AraC-Idaubicin
C63602    Regimen|5
C63603    Regimen|AraC-Mitoxantrone
C63604    Diagnosis|CAD
C63606    Regimen|Cetuximab-Irinotecan
C63607    Regimen|IFL-Avastin
C63608    Regimen|FOLFIRI-Avastin
C63609    Regimen|CAPOX-Avastin
C63610    Regimen|5FU/LV-Bevacizumab
C63613    Regimen|AraC-Daunorubicin-Etoposide
C63614    Staff|Staff
C63619    Regimen|LMB-81|LMB-89
C63620    Regimen|LMB-89251
C63626    Cache|Cache|cache
C63627    Speed
C63631    Regimen|Docetaxel-Carboplatin|Docetaxel/Carboplatin
C63632    Regimen|PVbl
C63634    Port|Port
C63641    Acid|2,3,7,8-Tetrahydroxy[1]benzopyrano[5,4,3-cde][1]-benzopyran-5,10-dione|Benzoaric
C63643    Isothiocyanate|(6-Isothiocyanatohexyl)benzene|PHITC|Phenylhexyl
C63648    Acid|3,4,5-Trihydroxybenzoic
C63649    Acid|2-O-Octadecyl-l-ascorbic
C63651    L-Epicatechin
C63652    Oil|Allium
C63655    Acid|(E)-2-Butenedioic
C63656    Acid|1H-Indole-3-butanoic
C63658    Cysteine|S-Allyl
C63662    beta-stigmast-5-en-3-ol|5-Stigmasten-3beta-ol|5-cholesten-24-ethyl-3-ol|Alpha-Dihydrofucosterol|Alpha-Phytosterol|Angelicin|Beta-Sitosterin|Beta-Sitosterol-2|Beta-sitosterol|Beta-sitosterol|Cinchol|Cupreol|Harzol|Prostasal|Quebrachol|Rhamnol|Sobatum|beta-Sitosterol
C63663    Abstaining
C63666    Pharmacologic0-8757
C63669    Acid|CARBENOXOLONE|Glycyrrhetinic
C63670    Fumarate|(E)-2-Butenedioic
C63679    D5|(1alpha,3beta,5Z,7E)-9,10-Secostigmasta-5,7,10(19)-triene-1,3-diol|1alpha-Hydroxy-24-ethylcholecalciferol|1alpha-Hydroxyvitamin
C63683    Regimen|DCF|DCF
C63685    Regimen|Gemcitabine-Capecitabine
C63686    Regimen|Adriamycin-Ifosfamide
C63688    Regimen|Cyclophosphamide-Vincristine-Adriamycin-DTIC
C63699    Acid|4-Phenylbutanoic
C63700    Acetate|4-Chlorophenyl
C63701    A-fluoro-alpha-methyl-(1,1'-biphenyl)-4-acetate|Flurbinitroxybutylester|HCT-1026|NCX-1026|NO-Releasing
C63703    Acid|2alpha,3beta,23-Trihydroxyurs-12-en-28-oic
C6370    Epidermoid
C63711    Disorder|Neurosensory
C63713    Curettage
C63714    Scaling
C63717    Regimen|Douillard
C63718    Implant|dental
C63723    Around
C63724    Regimen|Cytoxan-Adriamycin-Platinol
C63727    Regimen|Platinol-Fluororuracil-Leucovorin
C63729    Regimen|Bleomycin-Vincristine
C6372    Rhabdomyoma|Rhabdomyoma
C63731    Phosphorus
C63733    Tobacco|Dip|Snuff
C63738    D3|(1alpha,3beta,5Z,7E)-9,10-Secocholesta-3,7,10(19),16-tetraene-1,3,25-triol|1alpha,25-Dihydroxy-16-enevitamin
C63743    Disorder|Periodontal
C63744    Acid|2alpha,3beta,6beta,23-Tetrahydroxyurs-12-en-28-oic
C63745    Dentistry|General
C63747    Treatment|Periodontal
C63751    Regimen|Fludarabine-Prednisone
C63752    Regimen|CP|CP
C63757    Flap
C63758    Exceeding
C63764    Widespread,
C63765    Regimen|Etoposide-Vinblastine-AraC-Platinol
C63768    Hydrochloride|3S-[[4-[[4(Aminoimino-methyl)phenyl]amino]-1,4-dioxobutyl]amino]-4-pentynoate,
C6376    Papilloma|Vulvar
C63770    Indomethacin|Nitroxymethylphenyl
C63779    Regimen|DA-EPOCH|Dose-adjusted
C63781    Regimen|DTIC-Cisplatin-BCNU-Tamoxifen
C63782    Regimen|Interferon-Dacarbazine
C63783    Hydrochloride|2-[3-[4-(3-Chlorophenyl)piperazin-1-yl]propyl]-4,5-diethyl-2,4-dihydro-3H-1,2,4-triazol-3-one
C63784    Regimen|CDB
C63785    IL-2/IFN
C63786    Normalization|Normalization
C63790    Regimen|Flutamide-Lupron
C63791    Regimen|Flutamide-Zoladex
C63794    Regimen|Etoposide-Ifosfamide-Cisplatin
C63799    Unit-Granulocyte
C637    Electropositive
C63803    Independent;
C63808    Spectrum|Spectral|Spectrum
C63810    Acid|GLUCURONIC
C63811    Pathway|Glucuronidation
C63846    Shape|Needle
C63852    Index|PDI
C63858    Spectrum|UV-Visible
C63859    Study|Imaging
C63862    Utricle|Utricle
C63899    Algorithm|Algorithm
C638    Hydrochloride|Adanon|Althose|Althose|Dolophine|METHADONE
C63918    Analysis|Clustering|Clustering
C63919    Clustering|Hierarchical
C63920    Map|SOM
C63923    Established
C63925    Branch|Branch
C63926    Chirality|Chirality
C63928    Questionnaire|FACT-BR|FACT-BR|Functional
C63930    caAffy
C63939    Ibuprofen|3-[4-[[2-(4-isobutylphenyl)propionyl]oxy]-3-methoxyphenyl]acrylic
C63946    Acid,3-Dihydroxy-6423
C63950    Hydrochloride|10-[(1-Methyl-3-pyrrolidinyl)methyl]-10H-phenothiazine
C63952    selenoxide|Seleninylbismethane5-0778|TEMAROTENE|TTNPB,8962|PLOMESTANE
C63957    Acid|2,3-Dihydro-6-(4-chlorophenyl)-2,2-dimethyl-7-phenyl-1H-pyrrolizine-5-acetic8463|resiquimod
C639    Esters
C64047    Intraocular
C64052    Neuromyoblastoma
C64071    Pilomatricoma
C64072    Plasmacytic
C64074    Trichoepithelioma
C64075    Trichofolliculoma
C64076    Tricholemmoma
C6408    Paraganglioma|Orbital
C6409    Paraganglioma|Larynx|QZ-2|QZ-2|Quaalude|Quaalude|RIC
C6410    Paraganglioma|Heart
C64110    Basosquamous
C6411    Paravertebral
C64131    Angiolipomatous
C64132    Myxolipomatous
C6413    Intrathoracic
C64168    Acid|4-(1-Methylethenyl)-1-cyclohexene-1-carboxylic
C64169    (2E,6E)-|(E,E)-3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol|3,7,11-Trimethyl-2,6,10-dodecatrien-1-ol|FARNESOL,
C64172    Therapy|Antiseizure9-29686-9100|Ro-16-9100
C64182    Nicotinate|3-Pyridinecarboxylic7068
C64184    Hydrochloride|BUTOXAMINE
C64185    Acid|PDTC1-0973
C64188    Acid5,548|cis-2-(p-(1,2-Diphenyl-1-butenyl)phenoxy)-N-methylethylamine
C64190    Regimen|Cisplatin-Cytoxan-Adriamycin
C64191    Regimen|Irinotecan-Fluorouracil-Leucovorin
C64194    Core|Core
C64195    SIMD
C64199    Clustering|Consensus
C64206    Laboratory|PerformingLaboratory
C64208    Descriptor|CD|CD|Concept
C64209    Gene|PROM1|PROM1|Prominin
C64210    Assigning
C64212    Match
C64218    Permutation
C64219    number|Order
C64220    Seed|Random
C64227    Extremes
C64228    Criterion
C64244    Analytic
C64248    Treatment|Orthodon
C64254    Chart
C64260    Erwinia
C64261    Chemotherapy|systemic
C64267    Test|2-Sided
C642    Acid|4-Amino-4-deoxy-10-methylpteroyl-L-glutamic
C64330    wt2|CYANOCOBALAMIN|Calomist|Cobavite|Vitamin
C64335    Problem:
C64338    Fludarabine
C6433    Polyp|Endometrial
C64341    Incrementation
C64344    AC133|CD133|CD133
C64347    Compression|Compression|Data
C64355    Control|Control
C64365    Regimen|Adriamycin-Cytoxan-Methotrexate-Fluorouracil
C64366    Regimen|Epirubicin-Cytoxan-Methotrexate-Fluorouracil
C64368    Regimen|Adriamycin-Taxol-Cytoxan
C64369    Group|Carboxy|Carboxyl
C64370    Group|Hydroxy|Hydroxyl
C64371    Group|Amine
C64380    Anesthesia
C64385    Brachytherapy|MammoSite|balloon
C64431    Measurement|ALB|Albumin|Albumin|Microalbumin
C64434    Measurement|AMYLASE|Amylase|Amylase
C64468    Conditioning|conditioning
C64469    Count|BACT|Bacteria|Bacteria
C64488    Measurement|CA|Calcium|Calcium
C64495    Measurement|CL|Chloride|Chloride
C64496    Daily|BD|BID|BID|Twice
C64497    Weekly|2
C64498    Month|Per
C64499    Necessary|As
C644    Blue|Azul
C64501    Eleven
C64502    Twelve
C64503    Thirteen
C64504    Fourteen
C64505    Fifteen
C64506    Sixteen
C64507    Seventeen
C64508    Eighteen
C64509    Nineteen
C64510    Hour|Every
C64511    Twenty
C64512    Twenty-One
C64513    Twenty-Two
C64514    Twenty-Three
C64515    Twenty-Four
C64520    Six
C64526    Weekly|1
C6453    Thymoma|Infiltrating
C64544    R547|Cyclin
C64546    Assessment|COLOR|COLOR|Color|Color|Color
C64547    Measurement|CREAT|Cr|Creatinine|Creatinine|Creatinine
C64549    Count|ELLIPCY|Elliptocytes|Elliptocytes
C64550    Count|EOS|Eosinophils|Eosinophils
C64558    Ounce|Apothecaries
C64560    Pound|Apothecaries
C64563    Scruple|20
C64567    Unit|Molarity|Unit
C64568    Unit|Molality
C64569    Unit|Normality
C64570    Unit|Molinity|Unit
C64592    Meals|AC|Before
C64594    Meals|After
C64595    Morning|QAM|QAM|quaque
C64596    Evening|QPM|QPM|quaque
C64598    Meals
C64599    Breakfast
C64600    Lunch
C64602    Supper|After
C64603    Meals|IC|inter
C64606    Measurement|FIBRINO|Fibrinogen|Fibrinogen|Fibrinogen
C64618    AR-67|7-Tert-butyldimethylsilyl-10-hydroxycamptothecin|7-t-butyldimethylsilyl-10-hydroxycamptothecin|AR-67|DB-67
C64619    Directed|Ut
C6461    LargeF8|ZALUTUMUMAB
C64622    Needed|As
C64625    Acid|3-Isobutyl
C64633    Effective|Ad58|NPI-0052|Salinosporamide
C64637    Equal,
C64638    Continually-[2-[5-[(3-methyl-3-oxetanyl)methoxy]-1Hbenzimidazol-1-yl]-8-quinolinyl]-|CP-868,596|CP-868596|CRENOLANIB|PDGFR
C64642    Each|Ana|aa
C64643    to|Ad|ad
C64647    Perceive
C64652    Indicative
C64655    Proceeding
C64658    Give
C64659    Separate
C646    Hydrochloride|Concerta|Concerta|METHYLPHENIDATE
C6470    Osteosarcoma|Multicentric
C64712    Questionnaire|FACT-O|Functional
C64724    Regimen|Melphalan-Prednisone-Thalidomide
C64725    Regimen|Cyclophosphamide-Vincristine-Adriamycin-Dexamethasone
C64731    Regimen|Velcade-Dexamethasone
C64732    Regimen|Revlimid-Dexamethasone
C64761    AT7519|AT7519|AT7519M|AT7519M|CDK
C64763    Wheat
C64764    Dihydrochloride|2,4-thiazolidinedione,
C64768    n-(3-((5-(4-chlorophenyl)-1h-pyrrolo(2,3-b)pyridin-3-yl)carbonyl)-2,4-difluorophenyl)-|BRAF
C64770    Regimen|Thioguanine-AraC-Daunorubicin
C64771    Regimen-yl
C64775    Antigen-Expressing
C64778    Unit|Enzyme02|PRX
C64780    Micrometer|Cubic
C64782    Hydrochloride|Azixa|MPC-6827|Microtubule
C64787    Regimen|Platinol-Epirubicin-Leucovorin-Fluorouracil
C64788    Regimen|Platinol-Velban-Bleomycin
C64789    Regimen|Platinol-Oncovin-Methotrexate-Bleomycin/Actinomycin-Cytoxan-Etoposide
C64791    Regimen|Cisplatin-C225
C64792    Regimen|VIMD
C64793    Regimen|Adriamycin-Velban
C64794    I-123|I-123|IODINE
C64795    Regimen|Cytoxan-Oncovin-Procarbazine-Prednisone/Adriamycin-Bleomycin-Vinblastine-Dacarbazine
C64796    Measurement|EVF|Erythrocyte
C6479    Angiosarcoma|Bone
C647    M|DepMedalone|Depo
C64801    Analysis|Dacryocytes|Dacryocytes|TEARDCY|Tear
C64806    VLDL
C64809    Measurement|SODIUM|Sodium|Sodium
C64810    Measurement|NITRITE|Nitrite|Nitrite
C64812    Measurement|TRIG|Triglycerides|Triglycerides|Triglycerides
C64813    Measurement|TSH|Thyroid
C64814    Measurement|URATE|Urate|Urate|Uric
C64815    Measurement|UREA|Urea|Urea
C64816    Measurement|UROBIL|Urobilinogen|Urobilinogen
C6481    Myofibroblastic
C64821    Count|MACROCY|Macrocytes|Macrocytes
C64822    Count|MICROCY|Microcytes|Microcytes
C64823    Count|MONO|Monocytes|Monocytes
C64832    Gravity|SPGRAV
C64833    Regimen|GEM-OX
C64834    Regimen|Gemcitabine-Taxotere-Xeloda
C64836    Regimen|Melphalan-Prednisone-Bortezomib
C64837    Regimen|M2
C64839    Regimen|Vincristine-Melphalan-Cytoxan-Prednisone
C6483    Fasciitis|Atypical
C64840    Measurement|MG|Magnesium|Magnesium
C64845    Plasmid|DTA-H19|Diphtheria
C64847    Glutamyl
C64848    Measurement|HGB|Hemoglobin|Hemoglobin|Hemoglobin
C64853    Measurement|K|Potassium|Potassium
